ID,x,y;ID,x,y;ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,33.28467,121.64192;1,127.329025,120.62299;2,36.399216,213.4564;3,127.5956,213.95483;1739246901.1087024;1739246901.1249325;0.016231060028076172#0.01412#1739246901.12499#1739246901.13302
0,33.62636,121.608086;1,127.1788,120.289635;2,37.13509,213.9417;3,127.75491,213.77911;1739246901.1187081;1739246901.1430087;0.02430129051208496#0.01808#1739246901.14307#1739246901.14647
0,33.277176,121.89606;1,128.16972,120.80406;2,37.052727,213.66272;3,128.16624,213.6225;1739246901.1387265;1739246901.1603527;0.02162766456604004#0.01734#1739246901.16041#1739246901.16742
0,34.25855,121.03698;1,127.85742,120.54366;2,36.300472,213.56868;3,128.0239,214.55019;1739246901.1587348;1739246901.1752267;0.016492843627929688#0.01489#1739246901.1753#1739246901.18113
0,33.011307,121.10677;1,127.09701,120.76301;2,36.86347,214.01157;3,127.76349,214.3928;1739246901.1687334;1739246901.1934621;0.024729490280151367#0.01822#1739246901.19353#1739246901.19876
0,33.511475,121.37733;1,127.62188,120.28662;2,36.9403,213.73279;3,127.92117,213.68622;1739246901.1887481;1739246901.2104034;0.021656274795532227#0.01693#1739246901.21045#1739246901.21799
0,34.176533,121.28804;1,127.65151,120.49875;2,36.81431,213.38782;3,127.824326,214.13927;1739246901.2087967;1739246901.2255197;0.0167238712310791#0.01512#1739246901.22559#1739246901.2324
0,33.414326,121.49358;1,127.45008,120.329506;2,37.06246,214.29135;3,128.46606,214.56157;1739246901.2187967;1739246901.2432773;0.02448129653930664#0.01776#1739246901.24334#1739246901.24716
0,34.228127,122.08244;1,127.927734,120.5826;2,36.918404,213.06465;3,127.91017,213.77968;1739246901.2387931;1739246901.2588823;0.020090341567993164#0.01561#1739246901.25896#1739246901.26007
0,33.084835,120.62705;1,127.13493,120.19009;2,36.603817,212.99086;3,127.329704,213.59525;1739246901.2588267;1739246901.27568;0.016854047775268555#0.01679#1739246901.27574#1739246901.28145
